Spannung U1	Strom IA
7,00	0,23
7,03	0,22
7,05	0,24
7,08	0,24
7,10	0,24
7,13	0,23
7,15	0,22
7,17	0,21
7,20	0,21
7,22	0,19
7,25	0,19
7,27	0,18
7,30	0,19
7,32	0,22
7,35	0,22
7,37	0,22
7,39	0,22
7,42	0,23
7,44	0,24
7,47	0,24
7,49	0,21
7,52	0,21
7,54	0,21
7,57	0,21
7,59	0,21
7,61	0,21
7,64	0,21
7,66	0,21
7,69	0,22
7,71	0,23
7,74	0,24
7,76	0,24
7,78	0,26
7,81	0,26
7,83	0,26
7,86	0,25
7,88	0,24
7,91	0,24
7,93	0,24
7,96	0,22
7,98	0,23
8,00	0,23
8,03	0,23
8,05	0,23
8,08	0,22
8,10	0,23
8,13	0,23
8,15	0,23
8,18	0,23
8,20	0,24
8,22	0,25
8,25	0,25
8,27	0,25
8,30	0,25
8,32	0,26
8,35	0,26
8,37	0,25
8,40	0,26
8,42	0,26
8,44	0,26
8,47	0,27
8,49	0,26
8,52	0,28
8,54	0,28
8,57	0,28
8,59	0,28
8,62	0,28
8,64	0,28
8,66	0,28
8,69	0,27
8,71	0,27
8,74	0,26
8,76	0,26
8,79	0,28
8,81	0,29
8,84	0,28
8,86	0,29
8,88	0,29
8,91	0,30
8,93	0,30
8,96	0,28
8,98	0,28
9,01	0,27
9,03	0,28
9,05	0,29
9,08	0,29
9,10	0,29
9,13	0,29
9,15	0,30
9,18	0,30
9,20	0,30
9,23	0,29
9,25	0,30
9,27	0,30
9,30	0,30
9,32	0,29
9,35	0,30
9,37	0,31
9,40	0,31
9,42	0,31
9,45	0,32
9,47	0,30
9,49	0,31
9,52	0,32
9,54	0,32
9,57	0,32
9,59	0,32
9,62	0,32
9,64	0,34
9,67	0,35
9,69	0,32
9,71	0,33
9,74	0,32
9,76	0,33
9,79	0,33
9,81	0,33
9,84	0,33
9,86	0,34
9,89	0,34
9,91	0,35
9,93	0,35
9,96	0,35
9,98	0,35
10,01	0,34
10,03	0,34
10,06	0,34
10,08	0,34
10,10	0,34
10,13	0,35
10,15	0,34
10,18	0,36
10,20	0,34
10,23	0,34
10,25	0,37
10,28	0,36
10,30	0,36
10,32	0,37
10,35	0,37
10,37	0,38
10,40	0,38
10,42	0,37
10,45	0,37
10,47	0,36
10,50	0,35
10,52	0,36
10,54	0,36
10,57	0,36
10,59	0,36
10,62	0,36
10,64	0,38
10,67	0,37
10,69	0,37
10,72	0,37
10,74	0,37
10,76	0,38
10,79	0,38
10,81	0,38
10,84	0,38
10,86	0,38
10,89	0,38
10,91	0,39
10,94	0,38
10,96	0,38
10,98	0,40
11,01	0,40
11,03	0,41
11,06	0,40
11,08	0,40
11,11	0,42
11,13	0,41
11,15	0,40
11,18	0,40
11,20	0,40
11,23	0,40
11,25	0,41
11,28	0,41
11,30	0,41
11,33	0,41
11,35	0,41
11,37	0,42
11,40	0,42
11,42	0,41
11,45	0,41
11,47	0,40
11,50	0,41
11,52	0,41
11,55	0,42
11,57	0,43
11,59	0,43
11,62	0,43
11,64	0,44
11,67	0,43
11,69	0,43
11,72	0,43
11,74	0,44
11,77	0,45
11,79	0,46
11,81	0,46
11,84	0,48
11,86	0,48
11,89	0,47
11,91	0,47
11,94	0,44
11,96	0,44
11,99	0,46
12,01	0,46
12,03	0,47
12,06	0,47
12,08	0,48
12,11	0,51
12,13	0,51
12,16	0,51
12,18	0,51
12,21	0,50
12,23	0,50
12,25	0,50
12,28	0,50
12,30	0,50
12,33	0,51
12,35	0,51
12,38	0,53
12,40	0,52
12,42	0,53
12,45	0,53
12,47	0,53
12,50	0,53
12,52	0,53
12,55	0,54
12,57	0,55
12,60	0,55
12,62	0,56
12,64	0,57
12,67	0,56
12,69	0,56
12,72	0,57
12,74	0,58
12,77	0,58
12,79	0,58
12,82	0,58
12,84	0,60
12,86	0,60
12,89	0,60
12,91	0,60
12,94	0,60
12,96	0,61
12,99	0,60
13,01	0,60
13,04	0,60
13,06	0,59
13,08	0,60
13,11	0,61
13,13	0,60
13,16	0,61
13,18	0,61
13,21	0,62
13,23	0,62
13,26	0,63
13,28	0,62
13,30	0,63
13,33	0,63
13,35	0,63
13,38	0,62
13,40	0,61
13,43	0,62
13,45	0,64
13,47	0,65
13,50	0,65
13,52	0,65
13,55	0,65
13,57	0,68
13,60	0,67
13,62	0,65
13,65	0,65
13,67	0,64
13,69	0,65
13,72	0,65
13,74	0,64
13,77	0,65
13,79	0,64
13,82	0,64
13,84	0,66
13,87	0,64
13,89	0,64
13,91	0,65
13,94	0,65
13,96	0,66
13,99	0,66
14,01	0,64
14,04	0,66
14,06	0,67
14,09	0,66
14,11	0,66
14,13	0,64
14,16	0,64
14,18	0,66
14,21	0,66
14,23	0,66
14,26	0,66
14,28	0,66
14,31	0,69
14,33	0,69
14,35	0,68
14,38	0,67
14,40	0,66
14,43	0,66
14,45	0,66
14,48	0,65
14,50	0,65
14,52	0,64
14,55	0,64
14,57	0,66
14,60	0,64
14,62	0,64
14,65	0,64
14,67	0,63
14,70	0,64
14,72	0,64
14,74	0,63
14,77	0,65
14,79	0,64
14,82	0,64
14,84	0,64
14,87	0,63
14,89	0,62
14,92	0,64
14,94	0,63
14,96	0,63
14,99	0,64
15,01	0,63
15,04	0,65
15,06	0,65
15,09	0,64
15,11	0,64
15,14	0,62
15,16	0,62
15,18	0,61
15,21	0,60
15,23	0,60
15,26	0,59
15,28	0,58
15,31	0,59
15,33	0,60
15,36	0,61
15,38	0,62
15,40	0,61
15,43	0,62
15,45	0,62
15,48	0,62
15,50	0,62
15,53	0,61
15,55	0,61
15,57	0,62
15,60	0,62
15,62	0,62
15,65	0,63
15,67	0,64
15,70	0,64
15,72	0,64
15,75	0,64
15,77	0,65
15,79	0,65
15,82	0,63
15,84	0,64
15,87	0,64
15,89	0,64
15,92	0,64
15,94	0,64
15,97	0,65
15,99	0,65
16,01	0,64
16,04	0,67
16,06	0,67
16,09	0,67
16,11	0,67
16,14	0,68
16,16	0,69
16,19	0,70
16,21	0,70
16,23	0,70
16,26	0,70
16,28	0,70
16,31	0,71
16,33	0,72
16,36	0,73
16,38	0,74
16,41	0,74
16,43	0,76
16,45	0,76
16,48	0,77
16,50	0,78
16,53	0,78
16,55	0,79
16,58	0,80
16,60	0,79
16,63	0,80
16,65	0,82
16,67	0,81
16,70	0,82
16,72	0,81
16,75	0,82
16,77	0,85
16,80	0,86
16,82	0,86
16,84	0,88
16,87	0,89
16,89	0,91
16,92	0,92
16,94	0,92
16,97	0,93
16,99	0,94
17,02	0,95
17,04	0,96
17,06	0,97
17,09	0,97
17,11	0,98
17,14	0,99
17,16	1,00
17,19	1,01
17,21	1,01
17,24	1,03
17,26	1,04
17,28	1,05
17,31	1,05
17,33	1,04
17,36	1,05
17,38	1,05
17,41	1,05
17,43	1,05
17,46	1,05
17,48	1,07
17,50	1,10
17,53	1,10
17,55	1,11
17,58	1,12
17,60	1,13
17,63	1,14
17,65	1,14
17,68	1,13
17,70	1,13
17,72	1,13
17,75	1,14
17,77	1,15
17,80	1,15
17,82	1,15
17,85	1,16
17,87	1,17
17,89	1,17
17,92	1,17
17,94	1,16
17,97	1,18
17,99	1,18
18,02	1,18
18,04	1,19
18,07	1,17
18,09	1,17
18,11	1,17
18,14	1,16
18,16	1,16
18,19	1,15
18,21	1,14
18,24	1,17
18,26	1,16
18,29	1,17
18,31	1,16
18,33	1,17
18,36	1,17
18,38	1,17
18,41	1,16
18,43	1,16
18,46	1,16
18,48	1,15
18,51	1,15
18,53	1,14
18,55	1,14
18,58	1,13
18,60	1,12
18,63	1,12
18,65	1,12
18,68	1,12
18,70	1,12
18,73	1,12
18,75	1,11
18,77	1,10
18,80	1,08
18,82	1,04
18,85	1,03
18,87	1,01
18,90	1,01
18,92	1,00
18,94	0,99
18,97	1,01
18,99	1,03
19,02	1,04
19,04	1,03
19,07	1,02
19,09	1,02
19,12	1,01
19,14	1,00
19,16	0,99
19,19	0,97
19,21	0,97
19,24	0,97
19,26	0,97
19,29	0,95
19,31	0,94
19,34	0,94
19,36	0,93
19,38	0,93
19,41	0,91
19,43	0,92
19,46	0,91
19,48	0,91
19,51	0,91
19,53	0,88
19,56	0,88
19,58	0,87
19,60	0,85
19,63	0,85
19,65	0,84
19,68	0,83
19,70	0,83
19,73	0,82
19,75	0,82
19,78	0,82
19,80	0,81
19,82	0,81
19,85	0,81
19,87	0,82
19,90	0,82
19,92	0,81
19,95	0,80
19,97	0,80
19,99	0,80
20,02	0,79
20,04	0,79
20,07	0,78
20,09	0,79
20,12	0,79
20,14	0,78
20,17	0,80
20,19	0,80
20,21	0,79
20,24	0,79
20,26	0,78
20,29	0,78
20,31	0,78
20,34	0,76
20,36	0,77
20,39	0,76
20,41	0,76
20,43	0,79
20,46	0,79
20,48	0,80
20,51	0,81
20,53	0,81
20,56	0,83
20,58	0,83
20,61	0,82
20,63	0,83
20,65	0,83
20,68	0,83
20,70	0,85
20,73	0,85
20,75	0,87
20,78	0,88
20,80	0,89
20,83	0,91
20,85	0,92
20,87	0,92
20,90	0,94
20,92	0,94
20,95	0,96
20,97	0,96
21,00	0,97
21,02	0,98
21,05	1,00
21,07	1,01
21,09	1,03
21,12	1,04
21,14	1,06
21,17	1,08
21,19	1,09
21,22	1,10
21,24	1,12
21,26	1,13
21,29	1,15
21,31	1,17
21,34	1,18
21,36	1,20
21,39	1,22
21,41	1,24
21,44	1,26
21,46	1,29
21,48	1,31
21,51	1,33
21,53	1,34
21,56	1,37
21,58	1,39
21,61	1,40
21,63	1,41
21,66	1,43
21,68	1,46
21,70	1,47
21,73	1,48
21,75	1,50
21,78	1,51
21,80	1,53
21,83	1,55
21,85	1,55
21,88	1,57
21,90	1,60
21,92	1,62
21,95	1,63
21,97	1,65
22,00	1,66
22,02	1,69
22,05	1,70
22,07	1,69
22,10	1,72
22,12	1,72
22,14	1,72
22,17	1,74
22,19	1,75
22,22	1,76
22,24	1,77
22,27	1,77
22,29	1,79
22,31	1,80
22,34	1,80
22,36	1,80
22,39	1,80
22,41	1,81
22,44	1,82
22,46	1,82
22,49	1,83
22,51	1,83
22,53	1,83
22,56	1,84
22,58	1,82
22,61	1,81
22,63	1,82
22,66	1,82
22,68	1,82
22,71	1,82
22,73	1,82
22,75	1,84
22,78	1,84
22,80	1,82
22,83	1,81
22,85	1,80
22,88	1,79
22,90	1,79
22,93	1,79
22,95	1,78
22,97	1,78
23,00	1,77
23,02	1,78
23,05	1,77
23,07	1,75
23,10	1,73
23,12	1,71
23,15	1,70
23,17	1,69
23,19	1,68
23,22	1,67
23,24	1,66
23,27	1,65
23,29	1,64
23,32	1,61
23,34	1,60
23,36	1,60
23,39	1,58
23,41	1,57
23,44	1,56
23,46	1,55
23,49	1,56
23,51	1,54
23,54	1,52
23,56	1,51
23,58	1,48
23,61	1,46
23,63	1,46
23,66	1,44
23,68	1,43
23,71	1,41
23,73	1,40
23,76	1,40
23,78	1,39
23,80	1,36
23,83	1,35
23,85	1,33
23,88	1,32
23,90	1,30
23,93	1,28
23,95	1,27
23,98	1,25
24,00	1,24
24,02	1,23
24,05	1,21
24,07	1,20
24,10	1,18
24,12	1,18
24,15	1,16
24,17	1,14
24,20	1,12
24,22	1,13
24,24	1,11
24,27	1,10
24,29	1,09
24,32	1,06
24,34	1,06
24,37	1,07
24,39	1,06
24,42	1,05
24,44	1,04
24,46	1,02
24,49	1,03
24,51	1,03
24,54	1,00
24,56	0,99
24,59	0,98
24,61	0,98
24,63	0,98
24,66	0,97
24,68	0,97
24,71	0,96
24,73	0,95
24,76	0,95
24,78	0,93
24,81	0,93
24,83	0,92
24,85	0,92
24,88	0,92
24,90	0,92
24,93	0,92
24,95	0,94
24,98	0,95
25,00	0,95
25,03	0,94
25,05	0,93
25,07	0,93
25,10	0,95
25,12	0,95
25,15	0,95
25,17	0,96
25,20	0,97
25,22	1,00
25,25	1,01
25,27	1,01
25,29	1,01
25,32	1,01
25,34	1,01
25,37	1,02
25,39	1,02
25,42	1,04
25,44	1,05
25,47	1,06
25,49	1,10
25,51	1,12
25,54	1,14
25,56	1,16
25,59	1,18
25,61	1,20
25,64	1,22
25,66	1,23
25,68	1,25
25,71	1,27
25,73	1,29
25,76	1,31
25,78	1,32
25,81	1,34
25,83	1,38
25,86	1,41
25,88	1,45
25,90	1,47
25,93	1,50
25,95	1,56
25,98	1,58
26,00	1,59
26,03	1,61
26,05	1,63
26,08	1,65
26,10	1,68
26,12	1,70
26,15	1,73
26,17	1,76
26,20	1,80
26,22	1,85
26,25	1,89
26,27	1,92
26,30	1,95
26,32	1,98
26,34	2,01
26,37	2,04
26,39	2,06
26,42	2,10
26,44	2,12
26,47	2,16
26,49	2,19
26,52	2,21
26,54	2,25
26,56	2,29
26,59	2,32
26,61	2,36
26,64	2,38
26,66	2,40
26,69	2,45
26,71	2,46
26,73	2,47
26,76	2,49
26,78	2,49
26,81	2,52
26,83	2,54
26,86	2,54
26,88	2,56
26,91	2,58
26,93	2,60
26,95	2,62
26,98	2,64
27,00	2,65
27,03	2,65
27,05	2,67
27,08	2,67
27,10	2,68
27,13	2,69
27,15	2,69
27,17	2,70
27,20	2,71
27,22	2,71
27,25	2,70
27,27	2,70
27,30	2,71
27,32	2,72
27,35	2,72
27,37	2,72
27,39	2,71
27,42	2,73
27,44	2,72
27,47	2,70
27,49	2,69
27,52	2,67
27,54	2,66
27,57	2,65
27,59	2,62
27,61	2,62
27,64	2,62
27,66	2,61
27,69	2,61
27,71	2,60
27,74	2,58
27,76	2,56
27,78	2,54
27,81	2,52
27,83	2,49
27,86	2,47
27,88	2,45
27,91	2,44
27,93	2,42
27,96	2,41
27,98	2,40
28,00	2,37
28,03	2,36
28,05	2,34
28,08	2,33
28,10	2,31
28,13	2,27
28,15	2,26
28,18	2,24
28,20	2,20
28,22	2,17
28,25	2,13
28,27	2,11
28,30	2,09
28,32	2,06
28,35	2,03
28,37	2,00
28,40	1,98
28,42	1,97
28,44	1,95
28,47	1,92
28,49	1,90
28,52	1,87
28,54	1,85
28,57	1,82
28,59	1,79
28,62	1,76
28,64	1,73
28,66	1,71
28,69	1,70
28,71	1,68
28,74	1,66
28,76	1,63
28,79	1,62
28,81	1,60
28,84	1,57
28,86	1,55
28,88	1,54
28,91	1,51
28,93	1,49
28,96	1,47
28,98	1,43
29,01	1,41
29,03	1,38
29,05	1,35
29,08	1,33
29,10	1,31
29,13	1,29
29,15	1,30
29,18	1,28
29,20	1,27
29,23	1,26
29,25	1,25
29,27	1,25
29,30	1,24
29,32	1,22
29,35	1,22
29,37	1,20
29,40	1,19
29,42	1,18
29,45	1,17
29,47	1,16
29,49	1,15
29,52	1,15
29,54	1,15
29,57	1,15
29,59	1,14
29,62	1,15
29,64	1,14
29,67	1,14
29,69	1,14
29,71	1,12
29,74	1,12
29,76	1,12
29,79	1,11
29,81	1,12
29,84	1,12
29,86	1,12
29,89	1,15
29,91	1,16
29,93	1,17
29,96	1,17
29,98	1,19
30,01	1,21
30,03	1,22
30,06	1,23
30,08	1,24
30,10	1,25
30,13	1,28
30,15	1,29
30,18	1,30
30,20	1,32
30,23	1,34
30,25	1,35
30,28	1,38
30,30	1,39
30,32	1,41
30,35	1,46
30,37	1,48
30,40	1,52
30,42	1,55
30,45	1,57
30,47	1,60
30,50	1,63
30,52	1,64
30,54	1,67
30,57	1,69
30,59	1,73
30,62	1,78
30,64	1,82
30,67	1,86
30,69	1,90
30,72	1,94
30,74	2,00
30,76	2,04
30,79	2,07
30,81	2,11
30,84	2,15
30,86	2,19
30,89	2,24
30,91	2,28
30,94	2,32
30,96	2,38
30,98	2,43
31,01	2,48
31,03	2,53
31,06	2,58
31,08	2,65
31,11	2,69
31,13	2,73
31,15	2,78
31,18	2,80
31,20	2,85
31,23	2,88
31,25	2,90
31,28	2,94
31,30	2,98
31,33	3,02
31,35	3,10
31,37	3,14
31,40	3,18
31,42	3,22
31,45	3,26
31,47	3,31
31,50	3,35
31,52	3,36
31,55	3,40
31,57	3,43
31,59	3,45
31,62	3,49
31,64	3,51
31,67	3,54
31,69	3,57
31,72	3,59
31,74	3,63
31,77	3,65
31,79	3,67
31,81	3,70
31,84	3,71
31,86	3,73
31,89	3,75
31,91	3,74
31,94	3,75
31,96	3,77
31,99	3,77
32,01	3,77
32,03	3,77
32,06	3,77
32,08	3,81
32,11	3,80
32,13	3,80
32,16	3,80
32,18	3,80
32,20	3,80
32,23	3,80
32,25	3,78
32,28	3,77
32,30	3,74
32,33	3,73
32,35	3,72
32,38	3,70
32,40	3,69
32,42	3,67
32,45	3,66
32,47	3,65
32,50	3,63
32,52	3,61
32,55	3,60
32,57	3,57
32,60	3,54
32,62	3,51
32,64	3,48
32,67	3,45
32,69	3,41
32,72	3,36
32,74	3,34
32,77	3,31
32,79	3,28
32,82	3,27
32,84	3,24
32,86	3,21
32,89	3,18
32,91	3,14
32,94	3,10
32,96	3,06
32,99	3,01
33,01	2,97
33,04	2,93
33,06	2,90
33,08	2,87
33,11	2,84
33,13	2,79
33,16	2,76
33,18	2,72
33,21	2,70
33,23	2,66
33,26	2,61
33,28	2,57
33,30	2,52
33,33	2,49
33,35	2,45
33,38	2,42
33,40	2,38
33,43	2,35
33,45	2,31
33,47	2,29
33,50	2,23
33,52	2,20
33,55	2,18
33,57	2,15
33,60	2,11
33,62	2,08
33,65	2,05
33,67	2,03
33,69	2,00
33,72	1,95
33,74	1,92
33,77	1,88
33,79	1,86
33,82	1,84
33,84	1,81
33,87	1,78
33,89	1,76
33,91	1,73
33,94	1,72
33,96	1,69
33,99	1,67
34,01	1,65
34,04	1,62
34,06	1,60
34,09	1,58
34,11	1,56
34,13	1,53
34,16	1,52
34,18	1,50
34,21	1,48
34,23	1,46
34,26	1,44
34,28	1,45
34,31	1,44
34,33	1,42
34,35	1,41
34,38	1,40
34,40	1,41
34,43	1,40
34,45	1,38
34,48	1,38
34,50	1,38
34,52	1,37
34,55	1,39
34,57	1,39
34,60	1,38
34,62	1,38
34,65	1,39
34,67	1,41
34,70	1,42
34,72	1,41
34,74	1,42
34,77	1,42
34,79	1,44
34,82	1,45
34,84	1,46
34,87	1,48
34,89	1,49
34,92	1,51
34,94	1,53
34,96	1,55
34,99	1,56
35,01	1,59
35,04	1,62
35,06	1,64
35,09	1,68
35,11	1,69
35,14	1,73
35,16	1,76
35,18	1,78
35,21	1,81
35,23	1,83
35,26	1,87
35,28	1,93
35,31	1,97
35,33	2,01
35,36	2,05
35,38	2,08
35,40	2,14
35,43	2,18
35,45	2,20
35,48	2,25
35,50	2,29
35,53	2,34
35,55	2,40
35,57	2,45
35,60	2,51
35,62	2,56
35,65	2,61
35,67	2,67
35,70	2,71
35,72	2,77
35,75	2,82
35,77	2,88
35,79	2,95
35,82	3,01
35,84	3,07
35,87	3,16
35,89	3,22
35,92	3,28
35,94	3,33
35,97	3,37
35,99	3,42
36,01	3,50
36,04	3,55
36,06	3,61
36,09	3,67
36,11	3,73
36,14	3,81
36,16	3,88
36,19	3,93
36,21	3,98
36,23	4,03
36,26	4,08
36,28	4,13
36,31	4,17
36,33	4,22
36,36	4,26
36,38	4,30
36,41	4,36
36,43	4,39
36,45	4,44
36,48	4,48
36,50	4,52
36,53	4,56
36,55	4,60
36,58	4,64
36,60	4,68
36,62	4,71
36,65	4,74
36,67	4,76
36,70	4,78
36,72	4,79
36,75	4,83
36,77	4,85
36,80	4,87
36,82	4,89
36,84	4,90
36,87	4,94
36,89	4,95
36,92	4,95
36,94	4,96
36,97	4,96
36,99	4,96
37,02	4,96
37,04	4,95
37,06	4,94
37,09	4,94
37,11	4,93
37,14	4,93
37,16	4,91
37,19	4,89
37,21	4,88
37,24	4,87
37,26	4,86
37,28	4,83
37,31	4,80
37,33	4,78
37,36	4,76
37,38	4,73
37,41	4,71
37,43	4,66
37,46	4,64
37,48	4,63
37,50	4,61
37,53	4,56
37,55	4,53
37,58	4,50
37,60	4,48
37,63	4,43
37,65	4,37
37,68	4,34
37,70	4,30
37,72	4,26
37,75	4,22
37,77	4,18
37,80	4,14
37,82	4,10
37,85	4,04
37,87	4,01
37,89	3,96
37,92	3,91
37,94	3,86
37,97	3,82
37,99	3,78
38,02	3,74
38,04	3,68
38,07	3,63
38,09	3,58
38,11	3,52
38,14	3,47
38,16	3,40
38,19	3,35
38,21	3,32
38,24	3,28
38,26	3,24
38,29	3,20
38,31	3,15
38,33	3,14
38,36	3,09
38,38	3,03
38,41	2,98
38,43	2,91
38,46	2,86
38,48	2,82
38,51	2,77
38,53	2,72
38,55	2,68
38,58	2,65
38,60	2,62
38,63	2,59
38,65	2,56
38,68	2,52
38,70	2,48
38,73	2,44
38,75	2,39
38,77	2,36
38,80	2,32
38,82	2,28
38,85	2,24
38,87	2,21
38,90	2,18
38,92	2,15
38,94	2,14
38,97	2,12
38,99	2,09
39,02	2,07
39,04	2,04
39,07	2,04
39,09	2,01
39,12	1,97
39,14	1,95
39,16	1,92
39,19	1,91
39,21	1,89
39,24	1,87
39,26	1,86
39,29	1,85
39,31	1,84
39,34	1,85
39,36	1,84
39,38	1,84
39,41	1,83
39,43	1,83
39,46	1,83
39,48	1,82
39,51	1,82
39,53	1,82
39,56	1,82
39,58	1,83
39,60	1,84
39,63	1,85
39,65	1,86
39,68	1,89
39,70	1,90
39,73	1,92
39,75	1,94
39,78	1,96
39,80	1,98
39,82	2,00
39,85	2,00
39,87	2,03
39,90	2,04
39,92	2,07
39,95	2,10
39,97	2,12
39,99	2,16
40,02	2,19
40,04	2,22
40,07	2,28
40,09	2,32
40,12	2,35
40,14	2,39
40,17	2,43
40,19	2,48
40,21	2,53
40,24	2,56
40,26	2,61
40,29	2,66
40,31	2,71
40,34	2,76
40,36	2,82
40,39	2,88
40,41	2,94
40,43	2,99
40,46	3,05
40,48	3,12
40,51	3,18
40,53	3,25
40,56	3,30
40,58	3,37
40,61	3,44
40,63	3,49
40,65	3,56
40,68	3,64
40,70	3,71
40,73	3,78
40,75	3,86
40,78	3,93
40,80	4,02
40,83	4,08
40,85	4,15
40,87	4,21
40,90	4,27
40,92	4,34
40,95	4,42
40,97	4,49
41,00	4,57
41,02	4,64
41,05	4,72
41,07	4,80
41,09	4,87
41,12	4,93
41,14	5,00
41,17	5,06
41,19	5,12
41,22	5,17
41,24	5,23
41,26	5,31
41,29	5,38
41,31	5,44
41,34	5,51
41,36	5,55
41,39	5,62
41,41	5,66
41,44	5,70
41,46	5,74
41,48	5,78
41,51	5,82
41,53	5,88
41,56	5,92
41,58	5,97
41,61	6,01
41,63	6,05
41,66	6,09
41,68	6,13
41,70	6,16
41,73	6,18
41,75	6,20
41,78	6,23
41,80	6,26
41,83	6,27
41,85	6,29
41,88	6,30
41,90	6,32
41,92	6,32
41,95	6,33
41,97	6,33
42,00	6,34
42,02	6,34
42,05	6,33
42,07	6,33
42,10	6,31
42,12	6,31
42,14	6,29
42,17	6,27
42,19	6,27
42,22	6,24
42,24	6,22
42,27	6,22
42,29	6,19
42,31	6,17
42,34	6,14
42,36	6,11
42,39	6,09
42,41	6,05
42,44	6,01
42,46	5,98
42,49	5,93
42,51	5,89
42,53	5,84
42,56	5,81
42,58	5,77
42,61	5,72
